"pmcid";"pmid";"doi";"file_path_PMC";"pdf_file_path_PMC";"year";"type";"ISSN";"eISSN";"FoR_col";"FoR";"FoR_category";"approp";"bar";"bardot";"box";"dot";"flowno";"flowyes";"hist";"other";"pie";"text";"violin";"pdf_downloaded"
"PMC6629300";"30628972";"10.1097/CM9.0000000000000029";"oa_package/a6/85/PMC6629300.tar.gz";"oa_pdf/a6/85/cm9-132-115.PMC6629300.pdf";"2019";"research-article";"0366-6999";"2542-5641";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC5704356";"29179760";"10.1186/s13002-017-0194-3";"oa_package/2f/8f/PMC5704356.tar.gz";NA;"2017";"research-article";NA;"1746-4269";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"8";"0";TRUE
"PMC5640756";"28744575";"10.1007/s00432-017-2480-9";"oa_package/24/11/PMC5640756.tar.gz";NA;"2017";"research-article";"0171-5216";"1432-1335";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"6";"0";"6";"0";TRUE
"PMC3161012";"21798034";"10.1186/1471-2148-11-226";"oa_package/0c/16/PMC3161012.tar.gz";NA;"2011";"research-article";NA;"1471-2148";"FoR_1";"0603";"0603 - Evolutionary Biology";"1";"0";"0";"0";"0";"1";"0";"0";"9";"0";"7";"0";TRUE
"PMC4196541";"25368546";"10.3389/fnins.2014.00320";"oa_package/a0/2b/PMC4196541.tar.gz";NA;"2014";"research-article";"1662-4548";"1662-453X";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"1";"1";"0";"0";"5";"0";"4";"0";TRUE
"PMC7328711";"31682083";"10.1111/jorc.12304";"oa_package/20/72/PMC7328711.tar.gz";"oa_pdf/20/72/JORC-46-52.PMC7328711.pdf";"2020";"research-article";"1755-6678";"1755-6686";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC6376762";"30764840";"10.1186/s12969-019-0309-6";"oa_package/d7/7a/PMC6376762.tar.gz";NA;"2019";"research-article";NA;"1546-0096";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"10";"0";TRUE
"PMC4256810";"25424467";"10.1186/1756-0500-7-840";"oa_package/be/ba/PMC4256810.tar.gz";NA;"2014";"research-article";NA;"1756-0500";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"4";"0";TRUE
"PMC3485202";"23118992";"10.1371/journal.pone.0048357";"oa_package/fc/a9/PMC3485202.tar.gz";NA;"2012";"research-article";NA;"1932-6203";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"12";"0";TRUE
"PMC2798750";"20062796";"10.1371/journal.ppat.1000717";"oa_package/df/b4/PMC2798750.tar.gz";NA;"2010";"research-article";"1553-7366";"1553-7374";"FoR_3";"1108";"1108 - Medical Microbiology";"0";"4";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC6313947";"30655973";"10.3892/mco.2018.1749";"oa_package/42/5d/PMC6313947.tar.gz";"oa_pdf/42/5d/mco-10-01-0017.PMC6313947.pdf";"2019";"research-article";"2049-9450";"2049-9469";"FoR_2";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"9";"0";TRUE
"PMC6251217";"30466437";"10.1186/s12913-018-3700-y";"oa_package/3b/39/PMC6251217.tar.gz";NA;"2018";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"7";"0";TRUE
"PMC3613757";"23565506";"10.3389/fonc.2013.00072";"oa_package/b9/63/PMC3613757.tar.gz";NA;"2013";"research-article";NA;"2234-943X";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"2";"0";"0";"0";"1";"0";"0";"1";"0";"4";"0";TRUE
"PMC6803562";"31006966";"10.1111/hex.12897";"oa_package/f9/8f/PMC6803562.tar.gz";NA;"2019";"research-article";"1369-6513";"1369-7625";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"7";"0";TRUE
"PMC4503574";"26229532";"10.1155/2015/383918";"oa_package/22/60/PMC4503574.tar.gz";NA;"2015";"research-article";"1687-8337";"1687-8345";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"12";"0";TRUE
"PMC4516924";"26134257";"10.3390/toxins7072481";"oa_package/55/ec/PMC4516924.tar.gz";NA;"2015";"research-article";NA;"2072-6651";"FoR_2";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"11";"0";TRUE
"PMC5348749";"28288573";"10.1186/s12871-017-0338-y";"oa_package/64/46/PMC5348749.tar.gz";NA;"2017";"research-article";NA;"1471-2253";"FoR_1";"1116";"1116 - Medical Physiology";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC6019716";"29940941";"10.1186/s12913-018-3293-5";"oa_package/49/a2/PMC6019716.tar.gz";NA;"2018";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC7672741";"33241060";"10.1177/2325967120963046";"oa_package/4f/36/PMC7672741.tar.gz";"oa_pdf/4f/36/10.1177_2325967120963046.PMC7672741.pdf";"2020";"research-article";NA;"2325-9671";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC3733621";"23875723";"10.1186/1752-0509-7-63";"oa_package/84/e2/PMC3733621.tar.gz";NA;"2013";"research-article";NA;"1752-0509";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"3";"0";"0";"0";"0";"1";"0";"0";"4";"0";"8";"0";TRUE
"PMC8204639";"32846122";"10.1016/j.celrep.2020.108064";"oa_package/a8/0c/PMC8204639.tar.gz";"oa_pdf/a8/0c/nihms-1625484.PMC8204639.pdf";"2020";"research-article";NA;"2211-1247";"FoR_2";"1116";"1116 - Medical Physiology";"0";"1";"0";"0";"0";"2";"1";"1";"3";"0";"30";"0";TRUE
"PMC3640415";"23046104";"10.1021/jm301210j";"oa_package/99/50/PMC3640415.tar.gz";NA;"2012";"research-article";"0022-2623";"1520-4804";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"13";"0";"3";"0";TRUE
"PMC6950256";"31817519";"10.3390/ijerph16244934";"oa_package/8d/9f/PMC6950256.tar.gz";NA;"2019";"research-article";"1661-7827";"1660-4601";"FoR_1";"MD";"MD - Multidisciplinary";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"13";"0";TRUE
"PMC3429094";"22934074";"10.3389/fphys.2012.00326";"oa_package/84/fe/PMC3429094.tar.gz";NA;"2012";"research-article";NA;"1664-042X";"FoR_1";"0606";"0606 - Physiology";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"2";"0";TRUE
"PMC8377765";"34422874";"10.3389/fnut.2020.570047";"oa_package/bc/ab/PMC8377765.tar.gz";NA;"2020";"research-article";NA;"2296-861X";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"5";"0";TRUE
"PMC3583164";"23339933";"10.1017/S0007114512005107";"oa_package/c0/07/PMC3583164.tar.gz";"oa_pdf/c0/07/S0007114512005107a.PMC3583164.pdf";"2013";"research-article";"0007-1145";"1475-2662";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"5";"0";TRUE
"PMC4683199";"26733872";"10.3389/fphys.2015.00371";"oa_package/6e/d5/PMC4683199.tar.gz";NA;"2015";"research-article";NA;"1664-042X";"FoR_2";"1116";"1116 - Medical Physiology";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"5";"0";TRUE
"PMC6766371";"31579628";"10.7717/peerj.7776";"oa_package/11/ed/PMC6766371.tar.gz";NA;"2019";"research-article";NA;"2167-8359";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"20";"0";TRUE
"PMC4210493";"25316067";"10.1186/1471-2415-14-122";"oa_package/bc/76/PMC4210493.tar.gz";NA;"2014";"research-article";NA;"1471-2415";"FoR_1";"1113";"1113 - Ophthalmology and Optometry";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC3497022";"23170083";"10.3390/md10102265";"oa_package/31/71/PMC3497022.tar.gz";NA;"2012";"research-article";NA;"1660-3397";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"12";"0";TRUE
"PMC4867075";"27239214";"10.1155/2016/8762345";"oa_package/24/cf/PMC4867075.tar.gz";NA;"2016";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"5";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC5080912";"27075578";"10.2174/1381612822666160414142547";"oa_package/92/b5/PMC5080912.tar.gz";"oa_pdf/92/b5/CPD-22-3555.PMC5080912.pdf";"2016";"research-article";"1381-6128";"1873-4286";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"2";"0";"0";"5";"0";"7";"0";TRUE
"PMC7764524";"33321957";"10.3390/genes11121486";"oa_package/0d/40/PMC7764524.tar.gz";NA;"2020";"research-article";NA;"2073-4425";"FoR_1";"0604";"0604 - Genetics";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"9";"0";TRUE
"PMC4929135";"26851968";"10.1016/j.jaci.2015.11.020";"oa_package/95/48/PMC4929135.tar.gz";NA;"2016";"research-article";"0091-6749";"1097-6825";"FoR_1";"1107";"1107 - Immunology";"0";"0";"0";"0";"1";"1";"0";"0";"2";"0";"11";"0";TRUE
"PMC3023144";"20797310";"10.1017/S0007114510003041";"oa_package/8e/3f/PMC3023144.tar.gz";"oa_pdf/8e/3f/S0007114510003041a.PMC3023144.pdf";"2011";"research-article";"0007-1145";"1475-2662";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"9";"0";TRUE
"PMC3878972";"24314259";"10.1186/1471-2164-14-859";"oa_package/9e/31/PMC3878972.tar.gz";NA;"2013";"research-article";NA;"1471-2164";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"13";"0";TRUE
"PMC6637792";"31354737";"10.3389/fimmu.2019.01600";"oa_package/c2/38/PMC6637792.tar.gz";NA;"2019";"research-article";NA;"1664-3224";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"6";"0";TRUE
"PMC5739855";"28733279";"10.1136/gutjnl-2017-314249";"oa_package/ba/fa/PMC5739855.tar.gz";"oa_pdf/ba/fa/gutjnl-2017-314249.PMC5739855.pdf";"2017";"research-article";"0017-5749";"1468-3288";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2";"0";TRUE
"PMC3051279";"20829794";"10.1038/nature09337";"oa_package/d3/ac/PMC3051279.tar.gz";NA;"2010";"research-article";"0028-0836";"1476-4687";"FoR_1";"MD";"MD - Multidisciplinary";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0";"11";"0";TRUE
"PMC5902057";"29805467";"10.1155/2018/4960978";"oa_package/ca/d6/PMC5902057.tar.gz";NA;"2018";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"7";"0";TRUE
"PMC4652250";"26458477";"10.4103/0301-4738.167116";"oa_package/7b/71/PMC4652250.tar.gz";"oa_pdf/7b/71/IJO-63-594.PMC4652250.pdf";"2015";"research-article";"0301-4738";"1998-3689";"FoR_1";"1113";"1113 - Ophthalmology and Optometry";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"0";TRUE
"PMC3518227";"23164410";"10.1186/1471-2164-13-638";"oa_package/21/f7/PMC3518227.tar.gz";NA;"2012";"research-article";NA;"1471-2164";"FoR_1";"0600";"0600 - Biological Sciences";"1";"0";"0";"0";"0";"1";"0";"0";"3";"0";"7";"0";TRUE
"PMC3971626";"24451087";"10.1186/2049-2618-1-26";"oa_package/60/11/PMC3971626.tar.gz";NA;"2013";"research-article";NA;"2049-2618";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"7";"0";TRUE
"PMC3946022";"24581043";"10.1186/1472-6963-14-97";"oa_package/79/79/PMC3946022.tar.gz";NA;"2014";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC6297715";"30619280";"10.3389/fimmu.2018.02916";"oa_package/78/d0/PMC6297715.tar.gz";NA;"2018";"research-article";NA;"1664-3224";"FoR_2";"1108";"1108 - Medical Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC4906207";"27340675";"10.1155/2016/4692478";"oa_package/ff/23/PMC4906207.tar.gz";NA;"2016";"research-article";"2314-6745";"2314-6753";"FoR_1";"1116";"1116 - Medical Physiology";"0";"8";"0";"0";"0";"1";"0";"0";"3";"0";"7";"0";TRUE
"PMC4789931";"26674619";"10.1177/1941738115622138";"oa_package/d6/7c/PMC4789931.tar.gz";NA;"2016";"research-article";"1941-7381";"1941-0921";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC6073914";"28780534";"10.1136/injuryprev-2017-042399";"oa_package/fa/ec/PMC6073914.tar.gz";"oa_pdf/fa/ec/injuryprev-2017-042399.PMC6073914.pdf";"2018";"research-article";"1353-8047";"1475-5785";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC6862843";"31731419";"10.3390/ijerph16214110";"oa_package/84/b9/PMC6862843.tar.gz";NA;"2019";"research-article";"1661-7827";"1660-4601";"FoR_1";"MD";"MD - Multidisciplinary";"1";"0";"0";"0";"0";"2";"0";"0";"4";"0";"13";"0";TRUE
"PMC6791345";"31616583";"10.7717/peerj.7724";"oa_package/b7/61/PMC6791345.tar.gz";NA;"2019";"research-article";NA;"2167-8359";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"19";"0";TRUE
"PMC2820035";"20067619";"10.1186/1472-6963-10-12";"oa_package/c3/95/PMC2820035.tar.gz";NA;"2010";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"11";"0";TRUE
"PMC5091320";"27793849";"10.1093/annonc/mdw309";"oa_package/31/94/PMC5091320.tar.gz";"oa_pdf/31/94/mdw309.PMC5091320.pdf";"2016";"research-article";"0923-7534";"1569-8041";"FoR_1";"1112";"1112 - Oncology and Carcinogenesis";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC4683743";"26684471";"10.1186/s12960-015-0096-1";"oa_package/29/6a/PMC4683743.tar.gz";NA;"2015";"research-article";NA;"1478-4491";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"21";"0";TRUE
"PMC3554443";"23163954";"10.1186/1471-2229-12-218";"oa_package/a5/d2/PMC3554443.tar.gz";NA;"2012";"research-article";NA;"1471-2229";"FoR_1";"0605";"0605 - Microbiology";"1";"0";"0";"1";"0";"1";"0";"0";"3";"0";"8";"0";TRUE
"PMC3267673";"22214264";"10.1186/1471-2318-12-1";"oa_package/53/83/PMC3267673.tar.gz";NA;"2012";"research-article";NA;"1471-2318";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC5846304";"29563830";"10.2147/JPR.S152550";"oa_package/ca/e3/PMC5846304.tar.gz";"oa_pdf/ca/e3/jpr-11-505.PMC5846304.pdf";"2018";"research-article";NA;"1178-7090";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC6557222";"30885960";"10.1136/archdischild-2019-317087";"oa_package/57/85/PMC6557222.tar.gz";"oa_pdf/57/85/archdischild-2019-317087.PMC6557222.pdf";"2019";"research-article";"0003-9888";"1468-2044";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";TRUE
"PMC4021675";"24876871";"10.1155/2014/472638";"oa_package/40/b4/PMC4021675.tar.gz";NA;"2014";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"2";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC6700782";"31426800";"10.1186/s12978-019-0787-5";"oa_package/f5/12/PMC6700782.tar.gz";NA;"2019";"research-article";NA;"1742-4755";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"7";"0";TRUE
"PMC7658631";"33192605";"10.3389/fphys.2020.590027";"oa_package/a8/16/PMC7658631.tar.gz";NA;"2020";"research-article";NA;"1664-042X";"FoR_2";"1116";"1116 - Medical Physiology";"0";"0";"4";"0";"1";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC4356716";"25308814";"10.2174/1573403X10666141013121252";"oa_package/ef/1e/PMC4356716.tar.gz";"oa_pdf/ef/1e/CCR-11-103.PMC4356716.pdf";"2015";"research-article";"1573-403X";"1875-6557";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"0";"0";"5";"0";"2";"0";TRUE
"PMC3981027";"23612119";"10.1016/j.yjmcc.2013.04.013";"oa_package/b1/df/PMC3981027.tar.gz";NA;"2013";"research-article";"0022-2828";"1095-8584";"FoR_2";"1116";"1116 - Medical Physiology";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";TRUE
"PMC6706717";"31531092";"10.22037/ijpr.2019.2389";"oa_package/a7/b0/PMC6706717.tar.gz";NA;"2019";"research-article";"1735-0328";"1726-6890";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"9";"0";TRUE
"PMC7218144";"32435182";"10.3389/fnins.2020.00409";"oa_package/e9/dc/PMC7218144.tar.gz";NA;"2020";"research-article";"1662-4548";"1662-453X";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"2";"0";"0";"4";"0";"8";"0";TRUE
"PMC3794442";"24124417";"10.3389/fninf.2013.00020";"oa_package/a5/bb/PMC3794442.tar.gz";NA;"2013";"research-article";NA;"1662-5196";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"14";"0";TRUE
"PMC6175250";"29656488";"10.1111/mcn.12613";"oa_package/c3/ac/PMC6175250.tar.gz";NA;"2018";"research-article";"1740-8695";"1740-8709";"FoR_1";"1111";"1111 - Nutrition and Dietetics";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"9";"0";TRUE
"PMC3562002";"23161691";"10.1093/nar/gks902";"oa_package/d5/d8/PMC3562002.tar.gz";"oa_pdf/d5/d8/gks902.PMC3562002.pdf";"2013";"research-article";"0305-1048";"1362-4962";"FoR_1";"0600";"0600 - Biological Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"6";"0";TRUE
"PMC5934842";"29724172";"10.1186/s12877-018-0792-5";"oa_package/15/64/PMC5934842.tar.gz";NA;"2018";"research-article";NA;"1471-2318";"FoR_1";"1106";"1106 - Human Movement and Sports Science";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC5720002";"21516284";"10.1100/tsw.2011.83";"oa_package/61/b0/PMC5720002.tar.gz";NA;"2011";"research-article";"2356-6140";"1537-744X";"FoR_1";"MD";"MD - Multidisciplinary";"0";"4";"0";"0";"0";"1";"0";"0";"4";"0";"8";"0";TRUE
"PMC7512049";"32983259";"10.1186/s13040-020-00225-8";"oa_package/8e/b5/PMC7512049.tar.gz";NA;"2020";"research-article";NA;"1756-0381";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"2";"0";"0";"0";"0";"1";"0";"0";"4";"0";"14";"0";TRUE
"PMC5587605";"28883759";"10.4196/kjpp.2017.21.5.555";"oa_package/c6/40/PMC5587605.tar.gz";"oa_pdf/c6/40/kjpp-21-555.PMC5587605.pdf";"2017";"research-article";"1226-4512";"2093-3827";"FoR_1";"0606";"0606 - Physiology";"0";"2";"0";"0";"0";"1";"0";"0";"4";"0";"2";"0";TRUE
"PMC3680307";"23725349";"10.1186/1472-6882-13-123";"oa_package/7a/4a/PMC3680307.tar.gz";NA;"2013";"research-article";NA;"1472-6882";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"2";"0";"0";"0";"1";"0";"0";"4";"0";"5";"0";TRUE
"PMC4091572";"25054093";"10.4161/rdis.28341";"oa_package/1d/28/PMC4091572.tar.gz";"oa_pdf/1d/28/rdis-2-e28341.PMC4091572.pdf";"2014";"research-article";NA;"2167-5511";"FoR_1";NA;NA;"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2";"0";TRUE
"PMC4351828";"25756732";"10.1186/s12913-015-0742-2";"oa_package/cf/ee/PMC4351828.tar.gz";NA;"2015";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC3238348";"22053988";"10.1186/1472-6963-11-303";"oa_package/5b/0c/PMC3238348.tar.gz";NA;"2011";"research-article";NA;"1472-6963";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"8";"0";TRUE
"PMC4552534";"26197932";"10.14814/phy2.12457";"oa_package/b3/23/PMC4552534.tar.gz";NA;"2015";"research-article";NA;"2051-817X";"FoR_2";"1116";"1116 - Medical Physiology";"0";"3";"0";"1";"1";"1";"0";"0";"0";"0";"11";"0";TRUE
"PMC4123599";"25132861";"10.1155/2014/574986";"oa_package/22/18/PMC4123599.tar.gz";NA;"2014";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"4";"0";TRUE
"PMC5863904";"29566730";"10.1186/s13063-018-2518-6";"oa_package/d4/46/PMC5863904.tar.gz";NA;"2018";"research-article";NA;"1745-6215";"FoR_1";"1102";"1102 - Cardiorespiratory Medicine and Haematology";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"15";"0";TRUE
"PMC3873682";"24300565";"10.3390/pharmaceutics5040609";"oa_package/12/ec/PMC3873682.tar.gz";NA;"2013";"research-article";NA;"1999-4923";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"4";"0";TRUE
"PMC6528634";"31038628";"10.1590/1518-8345.2620.3134";"oa_package/8b/5d/PMC6528634.tar.gz";NA;"2019";"research-article";"0104-1169";"1518-8345";"FoR_1";"1110";"1110 - Nursing";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"8";"0";TRUE
"PMC5390370";"28413358";"10.1186/s12948-017-0066-3";"oa_package/c8/e0/PMC5390370.tar.gz";NA;"2017";"research-article";NA;"1476-7961";"FoR_1";"1107";"1107 - Immunology";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"10";"0";TRUE
"PMC6359358";"30669555";"10.3390/ijms20020441";"oa_package/25/a3/PMC6359358.tar.gz";NA;"2019";"research-article";NA;"1422-0067";"FoR_1";"0604";"0604 - Genetics";"1";"2";"0";"0";"0";"1";"0";"1";"4";"0";"15";"0";TRUE
"PMC7384867";"32101751";"10.1016/j.celrep.2020.01.093";"oa_package/86/36/PMC7384867.tar.gz";"oa_pdf/86/36/nihms-1566846.PMC7384867.pdf";"2020";"research-article";NA;"2211-1247";"FoR_2";"1116";"1116 - Medical Physiology";"0";"3";"0";"0";"0";"3";"1";"0";"1";"0";"29";"0";TRUE
"PMC5441046";"28532461";"10.1186/s12917-017-1054-z";"oa_package/67/80/PMC5441046.tar.gz";NA;"2017";"research-article";NA;"1746-6148";"FoR_1";"0601";"0601 - Biochemistry and Cell Biology";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC6797600";"31680945";"10.3389/fphar.2019.01135";"oa_package/65/f4/PMC6797600.tar.gz";NA;"2019";"research-article";NA;"1663-9812";"FoR_1";"1115";"1115 - Pharmacology and Pharmaceutical Sciences";"0";"7";"0";"0";"0";"1";"0";"0";"1";"0";"7";"0";TRUE
"PMC5093976";"27806706";"10.1186/s12906-016-1423-3";"oa_package/9c/de/PMC5093976.tar.gz";NA;"2016";"research-article";NA;"1472-6882";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"3";"2";"0";"0";"0";"1";"0";"0";"3";"0";"8";"0";TRUE
"PMC6280310";"30584453";"10.1155/2018/4365739";"oa_package/00/08/PMC6280310.tar.gz";NA;"2018";"research-article";"1741-427X";"1741-4288";"FoR_1";"1104";"1104 - Complementary and Alternative Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"8";"0";"4";"0";TRUE
"PMC5056569";"27095707";"10.5056/jnm15182";"oa_package/6f/f5/PMC5056569.tar.gz";"oa_pdf/6f/f5/jnm-22-606.PMC5056569.pdf";"2016";"research-article";"2093-0879";"2093-0887";"FoR_1";"1101";"1101 - Medical Biochemistry and Metabolomics";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"5";"0";TRUE
"PMC3132593";"21646285";"10.1530/EJE-11-0286";"oa_package/1a/ae/PMC3132593.tar.gz";NA;"2011";"research-article";"0804-4643";"1479-683X";"FoR_1";"1114";"1114 - Paediatrics and Reproductive Medicine";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"6";"0";TRUE
"PMC4452880";"26090341";"10.3389/fcimb.2015.00050";"oa_package/99/76/PMC4452880.tar.gz";NA;"2015";"research-article";NA;"2235-2988";"FoR_2";"0605";"0605 - Microbiology";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"6";"0";TRUE
"PMC2800178";"20012350";"10.1007/s10548-009-0123-4";"oa_package/1f/61/PMC2800178.tar.gz";"oa_pdf/1f/61/10548_2009_Article_123.PMC2800178.pdf";"2010";"research-article";"0896-0267";"1573-6792";"FoR_1";"1109";"1109 - Neurosciences";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"14";"0";TRUE
